timestamp,filter,x,y,theta,P_xx,P_yy,P_tt
1300.330000,EKF,0.000000,0.000000,0.017271,2.180236,2.180236,0.027017
1300.330000,Odom,-0.001008,-0.000604,0.004432,0.000010,0.000010,1000000000000.000000
1300.340000,KF,-0.001481,-0.004652,0.004432,0.744837,0.744837,0.000000
1300.340000,EKF,0.000000,0.000000,0.004917,2.190238,2.190238,0.027017
1300.350000,KF,-0.001477,-0.004794,0.004506,0.756453,0.756453,0.000000
1300.350000,EKF,0.000000,0.000000,0.009712,2.200240,2.200240,0.027017
1300.360000,KF,-0.001471,-0.004941,0.004574,0.768208,0.768208,0.000000
1300.360000,EKF,0.000000,0.000000,0.008755,2.210242,2.210242,0.027017
1300.360000,Odom,-0.000930,-0.000909,0.004643,0.000010,0.000010,1000000000000.000000
1300.370000,KF,-0.001460,-0.005083,0.004643,0.780103,0.780103,0.000000
1300.370000,EKF,0.000000,0.000000,0.002143,2.220244,2.220244,0.027017
1300.380000,KF,-0.001446,-0.005222,0.004716,0.792140,0.792140,0.000000
1300.380000,EKF,0.000000,0.000000,0.011847,2.230246,2.230246,0.027017
1300.390000,EKF,0.000000,0.000000,0.013880,2.240248,2.240248,0.027017
1300.390000,KF,-0.001432,-0.005357,0.004793,0.804320,0.804320,0.000000
1300.390000,Odom,-0.000845,-0.001142,0.004872,0.000010,0.000010,1000000000000.000000
1300.400000,EKF,0.000000,0.000000,0.012358,2.250250,2.250250,0.027017
1300.400000,KF,-0.001416,-0.005479,0.004872,0.816643,0.816643,0.000000
1300.400000,PF,-0.021639,0.472059,-2.348600,0.000000,0.000000,0.000000
1300.410000,EKF,0.000000,0.000000,0.009616,2.260252,2.260252,0.027017
1300.410000,KF,-0.001398,-0.005589,0.004952,0.829110,0.829110,0.000000
1300.420000,EKF,0.000000,0.000000,0.021785,2.270254,2.270254,0.027017
1300.420000,KF,-0.001377,-0.005688,0.005031,0.841723,0.841723,0.000000
1300.430000,EKF,0.000000,0.000000,0.021661,2.280256,2.280256,0.027017
1300.430000,KF,-0.001359,-0.005777,0.005108,0.854483,0.854483,0.000000
1300.430000,Odom,-0.000742,-0.001299,0.005182,0.000010,0.000010,1000000000000.000000
1300.440000,KF,-0.001339,-0.005855,0.005182,0.867390,0.867390,0.000000
1300.440000,EKF,0.000000,0.000000,0.006714,2.290258,2.290258,0.027017
1300.450000,KF,-0.001323,-0.005924,0.005254,0.880445,0.880445,0.000000
1300.450000,EKF,0.000000,0.000000,0.000750,2.300260,2.300260,0.027017
1300.460000,KF,-0.001310,-0.005984,0.005319,0.893650,0.893650,0.000000
1300.460000,EKF,0.000000,0.000000,-0.009496,2.310262,2.310262,0.027017
1300.460000,Odom,-0.000672,-0.001316,0.005371,0.000010,0.000010,1000000000000.000000
1300.470000,KF,-0.001296,-0.006035,0.005371,0.907006,0.907006,0.000000
1300.470000,EKF,0.000000,0.000000,-0.010902,2.320264,2.320264,0.027017
1300.480000,KF,-0.001282,-0.006073,0.005410,0.920513,0.920513,0.000000
1300.480000,EKF,0.000000,0.000000,-0.007306,2.330266,2.330266,0.027017
1300.490000,EKF,0.000000,0.000000,-0.004991,2.340268,2.340268,0.027017
1300.490000,KF,-0.001271,-0.006098,0.005757,0.934172,0.934172,0.000000
1300.490000,Odom,-0.000751,-0.001223,0.005857,0.000010,0.000010,1000000000000.000000
1300.500000,KF,-0.001344,-0.006112,0.005857,0.947985,0.947985,0.000000
1300.500000,EKF,0.000000,0.000000,0.004357,2.350270,2.350270,0.027017
1300.510000,KF,-0.001373,-0.006117,0.005892,0.961953,0.961953,0.000000
1300.510000,EKF,0.000000,0.000000,0.009689,2.360272,2.360272,0.027017
1300.520000,KF,-0.001379,-0.006116,0.005927,0.976076,0.976076,0.000000
1300.520000,EKF,0.000000,0.000000,0.019715,2.370274,2.370274,0.027017
1300.530000,KF,-0.001383,-0.006109,0.005909,0.990355,0.990355,0.000000
1300.530000,EKF,0.000000,0.000000,0.013271,2.380276,2.380276,0.027017
1300.530000,Odom,-0.000737,-0.001006,0.005857,0.000010,0.000010,1000000000000.000000
1300.540000,KF,-0.001383,-0.006098,0.005857,1.004792,1.004792,0.000000
1300.540000,EKF,0.000000,0.000000,0.005432,2.390278,2.390278,0.027017
1300.550000,EKF,0.000000,0.000000,0.007228,2.400280,2.400280,0.027017
1300.550000,KF,-0.001379,-0.006080,0.005786,1.019388,1.019388,0.000000
1300.560000,KF,-0.001370,-0.006058,0.005706,1.034143,1.034143,0.000000
1300.560000,EKF,0.000000,0.000000,0.008435,2.410282,2.410282,0.027017
1300.560000,Odom,-0.000690,-0.000802,0.005622,0.000010,0.000010,1000000000000.000000
1300.570000,EKF,0.000000,0.000000,-0.003868,2.420284,2.420284,0.027017
