timestamp,filter,x,y,theta,P_xx,P_yy,P_tt
1303.710000,KF,0.000000,0.000000,0.011237,2.654391,2.654391,2.654391
1303.710000,EKF,0.000000,0.000000,0.011804,1.047532,1.047532,0.002188
1303.720000,KF,0.000000,0.000000,0.010395,2.665992,2.665992,2.665992
1303.720000,EKF,0.000000,0.000000,0.012249,1.047634,1.047634,0.002188
1303.730000,KF,0.000000,0.000000,0.010669,2.677623,2.677623,2.677623
1303.730000,EKF,0.000000,0.000000,0.013290,1.047736,1.047736,0.002188
1303.730000,Odom,0.004101,-0.001618,0.013774,0.000010,0.000010,1000000000000.000000
1303.740000,KF,0.000000,0.000000,0.010947,2.689283,2.689283,2.689283
1303.740000,EKF,0.000000,0.000000,0.014751,1.047838,1.047838,0.002188
1303.750000,KF,0.000000,0.000000,0.010117,2.700973,2.700973,2.700973
1303.750000,EKF,0.000000,0.000000,0.015940,1.047940,1.047940,0.002188
1303.760000,EKF,0.000000,0.000000,0.015033,1.048042,1.048042,0.002188
1303.760000,KF,0.000000,0.000000,0.009813,2.712692,2.712692,2.712692
1303.760000,Odom,0.004137,-0.001495,0.013987,0.000010,0.000010,1000000000000.000000
1303.770000,KF,0.000000,0.000000,0.009971,2.724440,2.724440,2.724440
1303.770000,EKF,0.000000,0.000000,0.015157,1.048144,1.048144,0.002188
1303.780000,KF,0.000000,0.000000,0.010150,2.736218,2.736218,2.736218
1303.780000,EKF,0.000000,0.000000,0.015215,1.048246,1.048246,0.002188
1303.790000,KF,0.000000,0.000000,0.010414,2.748025,2.748025,2.748025
1303.790000,EKF,0.000000,0.000000,0.014150,1.048348,1.048348,0.002188
1303.790000,Odom,0.004196,-0.001277,0.013893,0.000010,0.000010,1000000000000.000000
1303.800000,KF,0.000000,0.000000,0.011046,2.759862,2.759862,2.759862
1303.800000,EKF,0.000000,0.000000,0.013826,1.048450,1.048450,0.002188
1303.800000,PF,-7.368852,-0.881608,-1.801618,0.000000,0.000000,0.000000
1303.810000,KF,0.000000,0.000000,0.010611,2.771729,2.771729,2.771729
1303.810000,EKF,0.000000,0.000000,0.014495,1.048552,1.048552,0.002188
1303.820000,KF,0.000000,0.000000,0.010355,2.783624,2.783624,2.783624
1303.820000,EKF,0.000000,0.000000,0.016008,1.048654,1.048654,0.002188
1303.830000,KF,0.000000,0.000000,0.010147,2.795550,2.795550,2.795550
1303.830000,EKF,0.000000,0.000000,0.015405,1.048756,1.048756,0.002188
1303.830000,Odom,0.004280,-0.000956,0.013598,0.000010,0.000010,1000000000000.000000
